Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
leptidea_sinapisG00000002162	tpnc41c	scaffold_570	-	205172	210791	1.235955	0.548348	0.766048
leptidea_sinapisG00000012233	nyx	scaffold_570	-	220384	222667	0.775869	0.282235	0.394286
leptidea_sinapisG00000012190	cyp4v2_5	scaffold_570	+	18689	46859	0.385487	0.140227	0.195899
leptidea_sinapisG00000002836	-	scaffold_570	+	51330	57988	0.000000	0.000000	0.000000
leptidea_sinapisG00000011468	cyp313b1	scaffold_570	-	64384	127737	0.000000	0.000000	0.000000
leptidea_sinapisG00000014663	-	scaffold_570	+	98536	112907	0.000000	0.000000	0.000000
leptidea_sinapisG00000002740	cyp4v2	scaffold_570	+	159808	193482	0.000000	0.000000	0.000000
leptidea_sinapisG00000007781	lrig2_2	scaffold_570	-	234707	277585	0.167468	0.060919	0.085105
leptidea_sinapisG00000004863	-	scaffold_577	+	5795	8290	3.623179	1.317993	1.841248
leptidea_sinapisG00000010461	-	scaffold_577	+	21666	39789	1.288621	0.468758	0.654859
leptidea_sinapisG00000012421	-	scaffold_577	-	14482	19062	25.322012	9.211310	12.868289
leptidea_sinapisG00000002301	-	scaffold_577	+	45175	59682	13.585937	4.942114	6.904181
leptidea_sinapisG00000010200	-	scaffold_577	+	114500	115374	39.477989	14.360785	20.062153
leptidea_sinapisG00000002731	-	scaffold_577	-	142234	143598	15.588390	5.670541	7.921800
leptidea_sinapisG00000012815	-	scaffold_577	+	121290	124647	57.246887	20.824524	29.092060
leptidea_sinapisG00000005601	-	scaffold_577	+	130121	132113	56.193130	20.441202	28.556557
leptidea_sinapisG00000013753	-	scaffold_577	-	311183	315456	0.222583	0.080968	0.113114
leptidea_sinapisG00000011714	poln	scaffold_575	+	34842	49196	0.000000	0.000000	0.000000
leptidea_sinapisG00000007445	bre-4_2	scaffold_575	-	48930	69113	6.841029	3.199297	4.469449
leptidea_sinapisG00000002775	engase	scaffold_575	+	62324	75506	0.865459	0.314825	0.439814
leptidea_sinapisG00000003286	arrd-17	scaffold_575	+	7521	13881	5.644526	2.053292	2.868468
leptidea_sinapisG00000006521	gld_14	scaffold_575	+	80207	90397	9.022520	3.282094	4.585117
leptidea_sinapisG00000003540	-	scaffold_575	+	109974	126703	0.000000	0.000000	0.000000
leptidea_sinapisG00000012939	-	scaffold_575	+	152362	155900	0.491597	0.178827	0.249823
leptidea_sinapisG00000001725	-	scaffold_575	-	155748	156934	0.894904	0.325536	0.454778
leptidea_sinapisG00000001336	cluap1	scaffold_575	-	158241	168799	0.000000	0.000000	0.000000
leptidea_sinapisG00000001615	ict1	scaffold_575	-	169874	178222	42.811775	15.573508	21.756340
leptidea_sinapisG00000006138	-	scaffold_577	-	152036	156214	134.122925	48.789482	68.159378
leptidea_sinapisG00000003087	-	scaffold_577	-	161596	162874	0.000000	0.000000	0.000000
leptidea_sinapisG00000005299	-	scaffold_577	-	175225	177000	1.514218	0.550822	0.769504
leptidea_sinapisG00000003285	-	scaffold_577	+	189282	190238	0.000000	0.000000	0.000000
leptidea_sinapisG00000012481	-	scaffold_577	+	194124	195809	0.000000	0.000000	0.000000
leptidea_sinapisG00000015516	-	scaffold_577	+	202990	204253	1.004587	0.365436	0.510517
leptidea_sinapisG00000005962	-	scaffold_577	+	212019	213968	0.000000	0.000000	0.000000
leptidea_sinapisG00000009148	-	scaffold_577	+	220746	221967	0.000000	0.000000	0.000000
leptidea_sinapisG00000006904	-	scaffold_577	+	227781	229261	0.000000	0.000000	0.000000
leptidea_sinapisG00000001302	-	scaffold_577	-	229990	231045	0.000000	0.000000	0.000000
leptidea_sinapisG00000009379	-	scaffold_577	+	233922	235673	0.000000	0.000000	0.000000
leptidea_sinapisG00000006939	-	scaffold_577	+	244796	257304	0.000000	0.000000	0.000000
leptidea_sinapisG00000013153	-	scaffold_577	+	277812	306233	155.176056	268.681244	375.350250
leptidea_sinapisG00000011007	-	scaffold_577	-	289386	289964	0.000000	0.000000	0.000000
leptidea_sinapisG00000010481	-	scaffold_577	-	294322	305938	0.754186	0.274348	0.383267
leptidea_sinapisG00000000418	klf8	scaffold_574	+	4296	14747	0.000000	0.000000	0.000000
leptidea_sinapisG00000014923	znf358_3	scaffold_574	+	21046	27942	4.455726	1.620846	2.264337
leptidea_sinapisG00000004193	znf227	scaffold_574	+	28741	29318	3.797577	1.381433	1.929875
leptidea_sinapisG00000008963	-	scaffold_574	+	29712	30343	2.362969	0.859570	1.200827
leptidea_sinapisG00000014338	sn_2	scaffold_575	-	194904	242184	42.777760	15.561134	21.739054
leptidea_sinapisG00000014619	epn1	scaffold_575	-	311426	328043	12.666667	4.607715	6.437021
leptidea_sinapisG00000005705	invs-a	scaffold_574	-	180858	187355	0.000000	0.000000	0.000000
leptidea_sinapisG00000008486	-	scaffold_574	-	196857	207144	2.680602	0.975114	1.362244
leptidea_sinapisG00000007646	-	scaffold_574	+	210135	213956	0.734970	0.267358	0.373501
leptidea_sinapisG00000006963	-	scaffold_574	+	218080	244207	4.754684	1.843662	2.575613
leptidea_sinapisG00000004055	zg57	scaffold_574	+	259818	271580	6.683702	2.431310	3.396563
leptidea_sinapisG00000003717	scarb1	scaffold_574	+	118233	174165	26.006874	9.460441	13.216326
leptidea_sinapisG00000006923	gpr155	scaffold_2611	+	2868	3892	0.000000	0.000000	0.000000
leptidea_sinapisG00000013668	fas3	scaffold_574	-	286542	302777	23.611885	8.589223	11.999227
leptidea_sinapisG00000009514	-	scaffold_1389	-	1	11458	12.390007	4.687500	6.548483
leptidea_sinapisG00000006293	cyt-b5_2	scaffold_1172	+	8242	16169	6.930256	2.520998	3.521858
leptidea_sinapisG00000007569	hcfc1	scaffold_1172	-	28826	31300	34.735355	12.635572	17.652018
leptidea_sinapisG00000013669	trmt13	scaffold_1172	+	37156	48423	12.216846	4.444085	6.208428
leptidea_sinapisG00000010899	arfgap3	scaffold_1172	-	47397	51193	19.818602	7.209352	10.071533
leptidea_sinapisG00000014702	tmem179	scaffold_1177	+	16283	20498	2.633039	0.957813	1.338073
leptidea_sinapisG00000009186	znf226	scaffold_1177	-	25992	36248	3.917906	1.425205	1.991024
leptidea_sinapisG00000011382	znf497	scaffold_1177	-	36496	44239	6.822738	2.481886	3.467219
leptidea_sinapisG00000009204	-	scaffold_1175	-	11069	14924	0.000000	0.000000	0.000000
leptidea_sinapisG00000002913	aif	scaffold_1175	+	24727	45638	1.201103	0.436922	0.610384
leptidea_sinapisG00000008576	-	scaffold_399	+	6507	16609	34.585327	12.580997	17.575775
leptidea_sinapisG00000003259	vcpkmt	scaffold_399	-	44021	45407	2.590430	0.942313	1.316420
leptidea_sinapisG00000013213	-	scaffold_399	-	19840	41568	2.485716	0.904221	1.263206
leptidea_sinapisG00000013768	unc-97	scaffold_399	-	60032	72354	12.572140	4.573328	6.388984
leptidea_sinapisG00000005649	pold3	scaffold_399	+	75391	76881	5.741509	2.088571	2.917754
leptidea_sinapisG00000003635	atp6ap2	scaffold_399	+	45713	58679	346.990967	143.412750	200.348969
leptidea_sinapisG00000007670	taf5l	scaffold_399	-	79915	104375	22.191622	8.072578	11.277469
leptidea_sinapisG00000008334	kynb	scaffold_399	+	113135	121304	19.655121	7.149883	9.988454
leptidea_sinapisG00000001136	tdrd1	scaffold_399	-	132609	199382	1.681659	3.491146	4.877164
leptidea_sinapisG00000003116	-	scaffold_399	+	208278	252317	154.512787	56.206638	78.521217
leptidea_sinapisG00000003983	-	scaffold_399	+	268662	317860	0.361545	0.131518	0.183732
leptidea_sinapisG00000004080	fru	scaffold_399	-	314991	367207	2.292198	0.849114	1.186220
leptidea_sinapisG00000005612	lopap	scaffold_398	-	3	28269	27.892834	10.495230	14.661937
leptidea_sinapisG00000004146	eif2ak4	scaffold_398	-	133330	177685	0.294721	0.107210	0.149773
leptidea_sinapisG00000013283	estf_11	scaffold_398	-	205870	217352	13.702119	4.984377	6.963223
leptidea_sinapisG00000010114	-	scaffold_398	+	226229	253440	0.000000	0.000000	0.000000
leptidea_sinapisG00000002533	-	scaffold_398	-	234918	236505	0.462845	0.168368	0.235211
leptidea_sinapisG00000007204	cg17633agap009593	scaffold_398	+	450936	473306	8.249971	5.180663	7.237436
leptidea_sinapisG00000007522	-	scaffold_398	-	467855	498661	0.000000	0.000000	0.000000
leptidea_sinapisG00000000017	-	scaffold_397	-	239993	299476	0.000000	0.000000	0.000000
leptidea_sinapisG00000008990	-	scaffold_397	-	310028	319350	0.000000	0.000000	0.000000
leptidea_sinapisG00000008606	-	scaffold_397	-	344316	356920	0.498270	0.181254	0.253214
leptidea_sinapisG00000006101	tulp4	scaffold_396	-	1317	37548	0.678602	0.246853	0.344856
leptidea_sinapisG00000008369	mus308	scaffold_396	-	51350	61405	0.732426	0.266432	0.372209
leptidea_sinapisG00000015521	rev3l	scaffold_396	+	60819	81298	2.372273	0.862954	1.205556
leptidea_sinapisG00000004995	irak4	scaffold_396	+	96598	99738	8.412285	3.060111	4.275004
leptidea_sinapisG00000008371	-	scaffold_396	-	99676	106011	3.360735	1.222524	1.707878
leptidea_sinapisG00000005203	qil1	scaffold_396	+	108406	109040	33.898636	12.331203	17.226809
leptidea_sinapisG00000009677	pa2g4	scaffold_396	-	115980	122046	158.219666	59.602982	83.265930
leptidea_sinapisG00000005106	tgas015c11.1	scaffold_396	+	124022	132623	6.314689	2.297075	3.209036
leptidea_sinapisG00000004102	lililmbr1l	scaffold_396	+	137180	192753	14.511208	5.331374	7.447980
leptidea_sinapisG00000004125	ttc12	scaffold_396	-	146753	151356	2.514994	0.914872	1.278084
leptidea_sinapisG00000004791	rpp30	scaffold_396	-	192757	193545	12.655729	4.603736	6.431463
leptidea_sinapisG00000013204	adam10_2	scaffold_396	+	390296	442888	6.235895	2.268412	3.168994
leptidea_sinapisG00000013623	lov_2	scaffold_396	+	449634	457584	0.207729	0.075565	0.105565
leptidea_sinapisG00000006600	cont	scaffold_396	-	456735	466018	10.885549	4.089956	5.713707
leptidea_sinapisG00000013797	bcor	scaffold_396	-	475352	484318	4.974599	1.809594	2.528021
leptidea_sinapisG00000001526	hivep1	scaffold_395	-	1454	14275	9.855008	3.584926	5.008176
leptidea_sinapisG00000015403	bbp	scaffold_398	+	100577	105685	6121.895996	2226.943359	3111.061035
leptidea_sinapisG00000014762	sfxn1	scaffold_395	+	424930	454559	8.696580	3.163528	4.419479
leptidea_sinapisG00000011021	znf236	scaffold_395	-	472278	480611	4.547944	1.654392	2.311201
leptidea_sinapisG00000006148	-	scaffold_395	-	489483	495024	0.000000	0.000000	0.000000
leptidea_sinapisG00000008615	-	scaffold_395	+	385497	423911	8.670761	3.154136	4.406358
leptidea_sinapisG00000004272	idh3b	scaffold_395	-	401859	424572	43.622673	15.868486	22.168427
leptidea_sinapisG00000014426	snapc4	scaffold_395	-	496238	506984	5.580681	2.030067	2.836023
leptidea_sinapisG00000008224	-	scaffold_394	+	74727	76537	0.000000	0.000000	0.000000
leptidea_sinapisG00000000002	cpo	scaffold_394	+	282851	299769	1.521082	0.553319	0.772992
leptidea_sinapisG00000004748	-	scaffold_394	-	283937	293362	0.000000	0.000000	0.000000
leptidea_sinapisG00000003348	-	scaffold_394	-	383745	386193	128.872803	46.879662	65.491333
leptidea_sinapisG00000002906	rpn13	scaffold_395	-	42933	53498	74.963165	27.269119	38.095222
leptidea_sinapisG00000004450	-	scaffold_395	-	57928	58618	0.000000	0.000000	0.000000
leptidea_sinapisG00000012264	f13e6.1	scaffold_395	+	63732	77354	51.231766	18.636421	26.035259
leptidea_sinapisG00000009130	ago2	scaffold_395	-	90384	116373	0.114767	0.041748	0.058323
leptidea_sinapisG00000011230	mrpl53	scaffold_395	+	119903	121099	102.644722	37.338753	52.162598
leptidea_sinapisG00000006205	eif3-s6	scaffold_395	-	123892	134517	77.311874	28.123503	39.288803
leptidea_sinapisG00000002709	topi	scaffold_395	+	130805	132584	0.642061	0.233561	0.326286
leptidea_sinapisG00000003103	dido1	scaffold_395	+	135343	155587	25.357830	9.224339	12.886491
leptidea_sinapisG00000007985	trmt10c	scaffold_395	-	155623	158249	22.051754	8.021699	11.206391
leptidea_sinapisG00000000422	ppif	scaffold_395	+	159063	160138	57.708988	20.992620	29.326893
leptidea_sinapisG00000005082	-	scaffold_395	-	161515	165537	1.235065	0.449276	0.627643
leptidea_sinapisG00000003742	slco3a1	scaffold_395	-	166728	185647	2.751968	1.001075	1.398511
leptidea_sinapisG00000005620	slco4a1	scaffold_395	-	200439	222617	1.325397	0.482136	0.673548
leptidea_sinapisG00000003238	-	scaffold_395	+	307835	323468	1.676396	0.609817	0.851921
leptidea_sinapisG00000009271	wfs1	scaffold_395	-	359689	381500	4.943237	1.798186	2.512083
leptidea_sinapisG00000004365	-	scaffold_393	-	962	3961	131.835770	47.957493	66.997078
leptidea_sinapisG00000009168	-	scaffold_393	+	4201	37936	14.002049	5.093482	7.115644
leptidea_sinapisG00000000820	ebpiii	scaffold_393	-	12316	24464	11.050338	4.019747	5.615626
leptidea_sinapisG00000000055	-	scaffold_393	+	45698	47793	128.944885	46.905884	65.527969
leptidea_sinapisG00000014280	a10_3	scaffold_393	-	58091	69037	60.689106	24.311672	33.963638
leptidea_sinapisG00000007672	-	scaffold_393	-	79182	80448	36.903534	13.424285	18.753853
leptidea_sinapisG00000001186	a10	scaffold_393	+	92354	97252	441.682220	160.669388	224.456665
leptidea_sinapisG00000009126	-	scaffold_393	+	125290	142436	28.991676	10.546213	14.733161
leptidea_sinapisG00000006654	ebpiii_6	scaffold_393	+	153785	162157	7.838579	2.851416	3.983455
leptidea_sinapisG00000004321	ebpiii_4	scaffold_393	-	167938	194571	0.000000	0.000000	0.000000
leptidea_sinapisG00000010898	-	scaffold_393	+	188743	195528	21.445496	7.801162	10.898298
leptidea_sinapisG00000014042	a10_2	scaffold_393	+	195664	196980	0.000000	0.000000	0.000000
leptidea_sinapisG00000012544	ebpiii_11	scaffold_393	-	206865	207239	0.000000	0.000000	0.000000
leptidea_sinapisG00000002959	ebpiii_3	scaffold_393	+	222158	240776	767.415649	279.160431	389.989807
leptidea_sinapisG00000004919	-	scaffold_393	-	222514	229341	0.392704	0.142853	0.199567
leptidea_sinapisG00000001665	gld_2	scaffold_391	-	26200	33388	1.490415	0.542164	0.757408
leptidea_sinapisG00000008325	dctd	scaffold_391	+	42244	45246	19.778030	7.194592	10.050915
leptidea_sinapisG00000006524	naa15	scaffold_391	-	51377	61029	3.971074	1.444545	2.018044
leptidea_sinapisG00000000556	-	scaffold_391	+	124515	151814	43.739479	15.910976	22.227785
leptidea_sinapisG00000015366	naa15_2	scaffold_391	-	154723	177207	1.165483	0.608678	0.850330
leptidea_sinapisG00000007639	-	scaffold_391	+	173264	174103	7.827209	2.847280	3.977677
leptidea_sinapisG00000005316	-	scaffold_391	-	181288	184455	15.114899	5.498300	7.681178
leptidea_sinapisG00000009223	-	scaffold_391	+	185110	190814	3.993769	2.407999	3.363998
leptidea_sinapisG00000012562	nfya	scaffold_391	+	193193	198797	0.596278	0.216906	0.303020
leptidea_sinapisG00000012768	hipk2	scaffold_391	+	376777	426970	19.497490	7.092542	9.908349
leptidea_sinapisG00000006520	pdss1	scaffold_390	-	30917	110491	0.785181	0.285623	0.399018
leptidea_sinapisG00000003512	mrpl32	scaffold_390	+	110913	113239	30.646309	11.148113	15.574020
leptidea_sinapisG00000008739	-	scaffold_390	-	114834	115991	1.532763	0.557568	0.778929
leptidea_sinapisG00000009559	-	scaffold_390	+	126763	131200	3.223952	1.172767	1.638367
leptidea_sinapisG00000015385	rab8b	scaffold_390	-	143140	151842	0.000000	0.000000	0.000000
leptidea_sinapisG00000008970	rergl	scaffold_390	-	252691	280794	1.867897	0.679479	0.949239
leptidea_sinapisG00000007869	rerglrerg	scaffold_390	-	412299	439935	3.410587	1.413708	1.974963
leptidea_sinapisG00000012644	adat1	scaffold_390	-	450913	453499	6.779208	3.031343	4.234816
leptidea_sinapisG00000002441	mfsd9	scaffold_390	-	454543	458921	21.020290	7.646487	10.682215
leptidea_sinapisG00000005500	-	scaffold_390	+	462442	467947	3.403319	1.238015	1.729519
leptidea_sinapisG00000006086	vps11	scaffold_1969	-	4787	7041	13.057971	4.750058	6.635876
leptidea_sinapisG00000000814	-	scaffold_447	+	40326	63968	1.331740	0.484443	0.676771
leptidea_sinapisG00000010091	-	scaffold_447	+	89407	100735	0.954233	0.689504	0.963243
leptidea_sinapisG00000008743	-	scaffold_447	+	198415	207798	13.591619	4.944181	6.907069
leptidea_sinapisG00000007158	cnc	scaffold_447	+	251140	314083	17.527319	6.375859	8.907135
leptidea_sinapisG00000001166	-	scaffold_447	-	285331	315259	4.802836	1.747113	2.440733
leptidea_sinapisG00000010105	ebpiii_9	scaffold_393	-	253649	292323	2694.441162	980.148560	1369.276978
leptidea_sinapisG00000013609	-	scaffold_393	-	303392	307850	6.388158	2.323801	3.246372
leptidea_sinapisG00000003460	-	scaffold_393	-	351697	353796	5.260618	1.913639	2.673372
leptidea_sinapisG00000011240	cpij001717	scaffold_393	-	363607	377666	68.322723	24.853546	34.720642
leptidea_sinapisG00000003569	-	scaffold_393	-	425257	427001	0.000000	0.000000	0.000000
leptidea_sinapisG00000013186	-	scaffold_393	-	430916	431236	210.323990	76.508911	106.883675
leptidea_sinapisG00000001230	gk5	scaffold_393	-	440477	471990	7.260463	2.641116	3.689665
leptidea_sinapisG00000007967	crtc1	scaffold_393	+	476783	487383	0.000000	0.000000	0.000000
leptidea_sinapisG00000005575	-	scaffold_393	+	489246	503239	2.301921	0.837363	1.169804
leptidea_sinapisG00000011238	sra-1	scaffold_447	-	321329	373001	3.131151	1.139009	1.591207
leptidea_sinapisG00000004672	arid2	scaffold_446	-	1031	33015	3.947869	1.436104	2.006251
leptidea_sinapisG00000008865	arid2_2	scaffold_446	-	37322	45157	5.399061	1.964000	2.743726
leptidea_sinapisG00000004086	gelsgel	scaffold_447	+	379022	409330	64.302139	26.222206	36.632671
leptidea_sinapisG00000000670	l(1)g0020	scaffold_446	+	48043	72312	41.458294	15.081156	21.068518
leptidea_sinapisG00000012998	lilli	scaffold_446	-	85283	107226	1.942742	0.706705	0.987274
leptidea_sinapisG00000010018	-	scaffold_446	-	141140	192671	0.000000	0.000000	0.000000
leptidea_sinapisG00000002298	king-tubby	scaffold_446	+	399191	409523	0.000000	0.000000	0.000000
leptidea_sinapisG00000002407	-	scaffold_446	-	362696	392527	2.823739	1.027183	1.434984
leptidea_sinapisG00000015443	-	scaffold_445	+	2383	4295	0.000000	0.000000	0.000000
leptidea_sinapisG00000007023	ccdc51	scaffold_445	-	15912	25104	11.666656	4.243943	5.928830
leptidea_sinapisG00000012460	-	scaffold_445	+	70820	126847	0.000000	0.000000	0.000000
leptidea_sinapisG00000007163	snmp1_2	scaffold_445	+	130133	134749	0.000000	0.000000	0.000000
leptidea_sinapisG00000011885	yy1	scaffold_445	-	144670	159924	1.947465	0.970677	1.356045
leptidea_sinapisG00000009504	idh3g	scaffold_445	+	160271	171839	12.055008	4.385213	6.126185
leptidea_sinapisG00000011065	cuedc2	scaffold_445	-	186466	201662	1.377725	0.501171	0.700140
leptidea_sinapisG00000015421	rpl28	scaffold_446	-	420394	420813	3838.083252	1396.167725	1950.459717
leptidea_sinapisG00000001494	gammacop	scaffold_445	+	203963	210070	49.810684	18.119480	25.313086
leptidea_sinapisG00000006330	znf610	scaffold_444	-	88618	94772	2.876087	1.071797	1.497311
leptidea_sinapisG00000001480	rpy-1	scaffold_445	-	226358	247559	0.000000	0.000000	0.000000
leptidea_sinapisG00000005914	myf6	scaffold_445	+	260594	294517	0.000000	0.000000	0.000000
leptidea_sinapisG00000010510	hmgxb4	scaffold_445	+	318934	330866	15.025884	5.465919	7.635942
leptidea_sinapisG00000012985	egg	scaffold_445	-	336275	361933	0.594530	0.586130	0.818829
leptidea_sinapisG00000001832	-	scaffold_445	-	366868	399483	1.528759	0.556112	0.776894
leptidea_sinapisG00000009560	-	scaffold_445	+	410665	420547	1.044248	0.379863	0.530672
leptidea_sinapisG00000007820	-	scaffold_444	+	99365	100165	1.014981	0.369217	0.515799
leptidea_sinapisG00000008886	znf708	scaffold_444	-	108731	128819	5.901235	2.146674	2.998924
leptidea_sinapisG00000010336	-	scaffold_444	+	195113	223636	0.920348	0.334792	0.467708
leptidea_sinapisG00000008718	n_4	scaffold_444	+	272180	274760	0.000000	0.000000	0.000000
leptidea_sinapisG00000015442	zscan12_3	scaffold_444	+	288347	299659	2.738432	0.996151	1.391632
leptidea_sinapisG00000009659	zfp37znf112	scaffold_444	-	302305	318894	4.434844	1.637067	2.286999
leptidea_sinapisG00000006164	yellow-f2_2	scaffold_444	+	384992	401529	7.810915	2.841352	3.969397
leptidea_sinapisG00000006942	slc2a1_2	scaffold_444	-	327234	367530	28.124687	10.230830	14.292569
leptidea_sinapisG00000003914	katna1_2	scaffold_443	+	856	3046	0.000000	0.000000	0.000000
leptidea_sinapisG00000012905	-	scaffold_444	-	406287	438778	3.432062	1.248471	1.744126
leptidea_sinapisG00000007483	unc-32atp6v0a1	scaffold_443	-	9510	63183	3.310000	1.204068	1.682095
leptidea_sinapisG00000009351	tbc1d5	scaffold_443	-	97800	114846	1.000540	0.363963	0.508460
leptidea_sinapisG00000000018	-	scaffold_443	+	130789	132192	26.433046	9.615468	13.432900
leptidea_sinapisG00000002724	tmem181	scaffold_443	-	161737	178587	1.896127	0.689748	0.963585
leptidea_sinapisG00000004674	anpep_2	scaffold_443	-	191018	228573	0.328078	0.119344	0.166725
leptidea_sinapisG00000004714	anpep_3	scaffold_443	+	251365	274690	17.582161	6.395809	8.935005
leptidea_sinapisG00000010718	-	scaffold_442	-	20756	21031	143.318848	52.134655	72.832611
leptidea_sinapisG00000005091	cpo_2	scaffold_442	-	84824	85231	23.857843	8.678695	12.124219
leptidea_sinapisG00000003165	agap009593	scaffold_442	-	86498	110183	10.572446	3.845906	5.372768
leptidea_sinapisG00000001815	cbpz	scaffold_442	+	94354	104463	12.101225	4.402025	6.149672
leptidea_sinapisG00000013460	cbpb_3	scaffold_442	-	112988	122494	17.964909	6.535039	9.129513
leptidea_sinapisG00000010887	agap009593_4	scaffold_442	-	74003	83742	340.525970	123.872086	173.050491
leptidea_sinapisG00000005910	cpa4	scaffold_442	-	124314	143529	26.816153	9.754828	13.627589
leptidea_sinapisG00000014331	acph1_2	scaffold_442	+	176645	216964	186.921387	67.995819	94.990814
leptidea_sinapisG00000006022	-	scaffold_441	-	84015	85268	716.030273	260.468140	363.876465
leptidea_sinapisG00000013080	l(2)efl_13	scaffold_441	-	214670	215188	99.620422	36.238613	50.625690
leptidea_sinapisG00000009704	l(2)efl_11	scaffold_441	-	109354	110028	3236.055664	1177.170044	1644.517700
leptidea_sinapisG00000004446	l(2)efl_5	scaffold_441	-	221853	222359	64.422089	23.434626	32.738396
leptidea_sinapisG00000011699	slc30a2	scaffold_441	-	249628	296887	2.832581	1.264513	1.766537
leptidea_sinapisG00000001028	maoa	scaffold_441	-	303504	305132	2.788382	1.014321	1.417016
leptidea_sinapisG00000015174	myro1_18	scaffold_441	+	229746	244928	250.388947	91.083214	127.244125
leptidea_sinapisG00000011969	-	scaffold_441	+	391131	427672	7.845114	2.853793	3.986776
leptidea_sinapisG00000002739	cpij001789_2	scaffold_441	+	429400	433460	0.000000	0.000000	0.000000
leptidea_sinapisG00000011409	-	scaffold_440	+	116010	120105	8.001199	2.910571	4.066096
leptidea_sinapisG00000008314	flt1_2	scaffold_440	-	120863	159848	4.363609	1.587337	2.217525
leptidea_sinapisG00000001300	pkar1	scaffold_440	-	243937	255937	1.565606	0.569516	0.795619
leptidea_sinapisG00000005448	odf3	scaffold_440	-	210823	239588	78.147369	28.427429	39.713390
leptidea_sinapisG00000015187	cdx1	scaffold_440	-	326916	360737	0.743917	0.270612	0.378048
leptidea_sinapisG00000001079	pomp	scaffold_440	+	257979	261198	217.857620	79.249405	110.712173
leptidea_sinapisG00000008286	urad	scaffold_440	-	261063	266331	38.552677	14.024189	19.591925
leptidea_sinapisG00000007758	aac11	scaffold_440	+	371757	376479	36.460655	13.263180	18.528790
leptidea_sinapisG00000015097	med7	scaffold_440	-	377548	380459	26.196468	9.529408	13.312675
leptidea_sinapisG00000006473	-	scaffold_440	+	414609	434541	0.000000	0.000000	0.000000
leptidea_sinapisG00000004677	-	scaffold_142	+	2843	18930	5.086535	2.154509	3.009870
leptidea_sinapisG00000011193	-	scaffold_142	-	25495	43370	0.286532	0.104231	0.145612
leptidea_sinapisG00000000652	cg14683	scaffold_142	+	47157	48780	15.725105	5.720273	7.991276
leptidea_sinapisG00000008674	nrxn3	scaffold_142	+	117916	119585	0.915612	0.333069	0.465301
leptidea_sinapisG00000010022	nrxn1	scaffold_142	+	272415	273165	0.000000	0.000000	0.000000
leptidea_sinapisG00000002923	prel	scaffold_142	-	74850	82694	2.011417	0.794896	1.110477
leptidea_sinapisG00000008280	x-element\orf2_6	scaffold_142	+	314108	329487	0.000000	0.000000	0.000000
leptidea_sinapisG00000000238	-	scaffold_142	-	316744	323107	0.000000	0.000000	0.000000
leptidea_sinapisG00000004142	-	scaffold_142	-	329223	334858	0.421485	0.349847	0.488739
leptidea_sinapisG00000002892	-	scaffold_142	+	337394	354972	0.285315	0.133502	0.186504
leptidea_sinapisG00000010908	cbr1	scaffold_142	-	374468	375337	56.372417	20.506420	28.647665
leptidea_sinapisG00000014055	rpl32	scaffold_142	-	406283	421607	0.000000	0.000000	0.000000
leptidea_sinapisG00000013639	nop58	scaffold_142	-	825485	831547	40.946888	14.895123	20.808630
leptidea_sinapisG00000005118	atg14	scaffold_142	+	985983	995757	3.100307	1.127789	1.575532
leptidea_sinapisG00000002388	-	scaffold_142	+	924591	928352	158.173462	57.538273	80.381516
leptidea_sinapisG00000002888	-	scaffold_142	-	1043190	1052048	2.818499	1.025277	1.432321
leptidea_sinapisG00000000032	slc25a14	scaffold_142	-	1061721	1072045	1.048985	0.381586	0.533079
leptidea_sinapisG00000008847	-	scaffold_142	+	1080054	1085004	5.675707	2.064634	2.884314
leptidea_sinapisG00000005702	cmtm4_2	scaffold_142	-	1089505	1092330	2.354926	0.856644	1.196740
leptidea_sinapisG00000014121	lap-2	scaffold_142	-	1098686	1107872	13.706020	4.985796	6.965205
leptidea_sinapisG00000009003	tgfbi_2	scaffold_142	-	1116429	1125692	0.000000	0.000000	0.000000
leptidea_sinapisG00000014814	eif2ak1_2	scaffold_142	+	1109967	1113706	4.372625	1.590616	2.222106
leptidea_sinapisG00000009289	kazn	scaffold_143	-	72567	130313	0.000000	0.000000	0.000000
leptidea_sinapisG00000006731	-	scaffold_143	-	136586	145764	0.510803	0.185813	0.259583
leptidea_sinapisG00000000673	-	scaffold_143	-	222751	224563	2.840555	1.033300	1.443530
leptidea_sinapisG00000012312	-	scaffold_143	+	346909	349011	8.516716	3.098099	4.328075
leptidea_sinapisG00000014507	fabp4_2	scaffold_143	+	339236	339978	183.781754	66.853722	93.395294
leptidea_sinapisG00000008693	ppil6	scaffold_143	+	357356	375584	3.281782	1.193804	1.667756
leptidea_sinapisG00000005218	abcb6	scaffold_143	-	380757	429892	3.758983	1.367394	1.910262
leptidea_sinapisG00000002393	mboat7	scaffold_143	+	524686	541239	1.381379	0.521881	0.729073
leptidea_sinapisG00000007791	gprk1	scaffold_143	+	436185	524167	1.359379	0.565796	0.790423
leptidea_sinapisG00000009026	pdxk	scaffold_143	-	551843	576915	4.228652	1.538244	2.148941
leptidea_sinapisG00000007153	blos1	scaffold_143	-	582039	583242	25.462578	9.262444	12.939722
leptidea_sinapisG00000015004	egtugt2b1	scaffold_143	+	594245	607108	12.489002	5.040711	7.041922
leptidea_sinapisG00000006982	-	scaffold_143	-	609717	610310	1.079146	0.392558	0.548407
